BlockSize,k,Alpha,ClusteringTime,MiningTime,EncodingTime,CompressionTime,DecompressionTime,ClusterTableSize,CodeTableSize,EncodedImageSize,CompressedSize,ActualSize,JPEG Size,GIF Size,JPEG Cr,GIF Cr,Our Cr,CRP Actual,CRP JPEG,CRP GIF,PSNR,MSE,NormalisedCrossRelation,MaxDiff,AvgDiff,NormalisedAbsoluteError,StructuralContent
32,8,10,10.6150591373,21.2202401161,4.84095883369,37.4915630817,228.276431084,9.216,34.5728333333,257.696,301.484833333,786.6,404,226,1.94702970297,3.48053097345,2.60908647146,61.6724086787,25.3750412541,-33.4003687316,36.80685511573023,1639.0,2.307330583281829e-05,12.0,0.5032552083333334,3,1.0062553964865315
