BlockSize,k,Alpha,ClusteringTime,MiningTime,EncodingTime,CompressionTime,DecompressionTime,ClusterTableSize,CodeTableSize,EncodedImageSize,CompressedSize,ActualSize,JPEG Size,GIF Size,JPEG Cr,GIF Cr,Our Cr,CRP Actual,CRP JPEG,CRP GIF
32,8,10,12.9719359875,16.1544940472,3.85794115067,34.1039009094,1.26209497452,9.216,34.2561666667,282.402,325.874166667,786.6,404,226,1.94702970297,3.48053097345,2.41381514849,58.5718069328,19.3380775578,-44.1921091445
