BlockSize,k,Alpha,ClusteringTime,MiningTime,EncodingTime,CompressionTime,DecompressionTime,ClusterTableSize,CodeTableSize,EncodedImageSize,CompressedSize,ActualSize,JPEG Size,GIF Size,JPEG Cr,GIF Cr,Our Cr,CRP Actual,CRP JPEG,CRP GIF
32,8,10,5.58912801743,9.78533291817,2.4525718689,18.2964839935,127.030352831,9.216,34.7223333333,257.373,301.311333333,786.6,404,226,1.94702970297,3.48053097345,2.61058882618,61.6944656327,25.4179867987,-33.3235988201
