BlockSize,k,Alpha,ClusteringTime,MiningTime,EncodingTime,CompressionTime,DecompressionTime,ClusterTableSize,CodeTableSize,EncodedImageSize,CompressedSize,ActualSize,JPEG Size,GIF Size,JPEG Cr,GIF Cr,Our Cr,CRP Actual,CRP JPEG,CRP GIF,PSNR,MSE,NormalisedCrossRelation,MaxDiff,AvgDiff,NormalisedAbsoluteError,StructuralContent
256,8,70,19.651403904,6.25157403946,1.56209397316,29.1621730328,2.73645305634,0.576,1.20016666667,1304.872,1306.64816667,2042.355,404,226,5.05533415842,9.03696902655,1.56304891562,36.0224756878,-223.427764026,-478.162905605,0.26077091908356703,63355.333333333336,7.144290471750577e-05,41.0,0.5967881944444444,0.00796323486429661,1.0216200973295542
