BlockSize,k,Alpha,ClusteringTime,MiningTime,EncodingTime,CompressionTime,DecompressionTime,ClusterTableSize,CodeTableSize,EncodedImageSize,CompressedSize,ActualSize,JPEG Size,GIF Size,JPEG Cr,GIF Cr,Our Cr,CRP Actual,CRP JPEG,CRP GIF,PSNR,MSE,NormalisedCrossRelation,MaxDiff,AvgDiff,NormalisedAbsoluteError,StructuralContent
c,8,10,37.6392869949,56.1067960262,9.0853111744,104.455142975,458.664201021,36.864,32.819,1213.838,1283.521,786.6,404,226,1.947029703,3.4805309735,0.6128454462,-63.1732773964,-217.703217822,-467.929646018,7.0528613457,32186.5555555556,8.27101124100271E-05,35.3333333333,0.6910807292,0.0092197738,1.0219723146
32,8,10,36.2218260765,12.9456379414,9.8024740219,60.5878460407,2.7153611183,36.864,34.412,1374.492,1445.768,786.6,404,226,1.947029703,3.4805309735,0.5440706946,-83.7996440376,-257.863366337,-539.720353982,7.1355546673,31937.4444444444,8.36613503492426E-05,36.3333333333,0.6991102431,0.0093281663,1.02111628
