BlockSize,k,Alpha,ClusteringTime,MiningTime,EncodingTime,CompressionTime,DecompressionTime,ClusterTableSize,CodeTableSize,EncodedImageSize,CompressedSize,ActualSize,JPEG Size,GIF Size,JPEG Cr,GIF Cr,Our Cr,CRP Actual,CRP JPEG,CRP GIF,PSNR,MSE,NormalisedCrossRelation,MaxDiff,AvgDiff,NormalisedAbsoluteError,StructuralContent
high_parrot.jpg
BlockSize,k,Alpha,ClusteringTime,MiningTime,EncodingTime,CompressionTime,DecompressionTime,ClusterTableSize,CodeTableSize,EncodedImageSize,CompressedSize,ActualSize,JPEG Size,GIF Size,JPEG Cr,GIF Cr,Our Cr,CRP Actual,CRP JPEG,CRP GIF,PSNR,MSE,NormalisedCrossRelation,MaxDiff,AvgDiff,NormalisedAbsoluteError,StructuralContent
high_parrot.jpg
BlockSize,k,Alpha,ClusteringTime,MiningTime,EncodingTime,CompressionTime,DecompressionTime,ClusterTableSize,CodeTableSize,EncodedImageSize,CompressedSize,ActualSize,JPEG Size,GIF Size,JPEG Cr,GIF Cr,Our Cr,CRP Actual,CRP JPEG,CRP GIF,PSNR,MSE,NormalisedCrossRelation,MaxDiff,AvgDiff,NormalisedAbsoluteError,StructuralContent
high_parrot.jpg
BlockSize,k,Alpha,ClusteringTime,MiningTime,EncodingTime,CompressionTime,DecompressionTime,ClusterTableSize,CodeTableSize,EncodedImageSize,CompressedSize,ActualSize,JPEG Size,GIF Size,JPEG Cr,GIF Cr,Our Cr,CRP Actual,CRP JPEG,CRP GIF,PSNR,MSE,NormalisedCrossRelation,MaxDiff,AvgDiff,NormalisedAbsoluteError,StructuralContent
high_parrot.jpg
128,8,10,10.1348559856,19.4574899673,7.40435910225,38.6145339012,2.68003702164,2.304,45.582,994.535,1042.421,786.6,404,226.03,1.94702970297,3.48006901739,0.754589556427,-32.5223747775,-158.025,-361.187010574,22.65630459381607,6762.88888888889,0.00019747832116780587,16.333333333333332,0.6603732638888888,0.013996294515143172,1.0239222024481436
128,8,30,11.3318798542,17.1631381512,3.21293497086,33.2850599289,2.87655210495,2.304,10.8248333333,994.157,1007.28583333,786.6,404,226.03,1.94702970297,3.48006901739,0.780910416855,-28.0556614967,-149.328176568,-345.642540076,22.65630459381607,6762.88888888889,0.00019747832116780587,16.333333333333332,0.6603732638888888,0.013996294515143172,1.0239222024481436
128,8,50,12.2669799328,11.7053389549,2.34303808212,28.0968129635,2.66368103027,2.304,4.34733333333,1050.663,1057.31433333,786.6,404,226.03,1.94702970297,3.48006901739,0.743960405341,-34.4157555725,-161.711468647,-367.776106417,22.65630459381607,6762.88888888889,0.00019747832116780587,16.333333333333332,0.6603732638888888,0.013996294515143172,1.0239222024481436
128,8,70,12.0723900795,12.4405879974,1.51712393761,28.1689488888,2.6403028965,2.304,1.52566666667,1159.981,1163.81066667,786.6,404,226.03,1.94702970297,3.48006901739,0.675883133339,-47.9545724214,-188.071947195,-414.892123464,22.65630459381607,6762.88888888889,0.00019747832116780587,16.333333333333332,0.6603732638888888,0.013996294515143172,1.0239222024481436
128,12,10,15.8726627827,17.7211141586,11.535353899,46.9350759983,2.82165503502,3.456,37.2473333333,1213.763,1254.46633333,786.6,404,226.03,1.94702970297,3.48006901739,0.6270395459,-59.4795745402,-210.511468647,-454.999926263,30.170434336228194,3196.444444444445,0.00016559550451749575,11.0,0.5540364583333334,0.011738703178615272,1.0211175845630267
128,12,30,16.955119133,12.834624052,4.11873793602,35.6380190849,2.65475511551,3.456,8.47916666667,1288.182,1300.11716667,786.6,404,226.03,1.94702970297,3.48006901739,0.605022393495,-65.2831384016,-221.811179868,-475.196729048,30.170434336228194,3196.444444444445,0.00016559550451749575,11.0,0.5540364583333334,0.011738703178615272,1.0211175845630267
