BlockSize,k,Alpha,ClusteringTime,MiningTime,EncodingTime,CompressionTime,DecompressionTime,ClusterTableSize,CodeTableSize,EncodedImageSize,CompressedSize,ActualSize,JPEG Size,GIF Size,JPEG Cr,GIF Cr,Our Cr,CRP Actual,CRP JPEG,CRP GIF,PSNR,MSE,NormalisedCrossRelation,MaxDiff,AvgDiff,NormalisedAbsoluteError,StructuralContent
4.2.07.tiff
32,8,10,8.11813306808,2.77327680588,1.42728590965,12.7832210064,0.780136108398,9.216,16.3091666667,292.674,318.199166667,786.6,439,209.2,1.79179954442,3.76003824092,2.47203664372,59.547525214,27.5172741078,-52.1028521351,14.151891258494606,17641.333333333332,2.2159845305137057e-05,37.666666666666664,0.4791666666666666,0.0037802063466250264,1.0112387375890812
32,8,22,7.64426398277,2.83703994751,1.03137207031,11.9919350147,0.736928939819,9.216,7.25016666667,307.342,323.808166667,786.6,439,209.2,1.79179954442,3.76003824092,2.42921606363,58.8344563099,26.2395975702,-54.7840184831,14.151891258494606,17641.333333333332,2.2159845305137057e-05,37.666666666666664,0.4791666666666666,0.0037802063466250264,1.0112387375890812
32,8,34,7.60883307457,1.9315469265,0.767508029938,10.793847084,0.788627147675,9.216,3.2865,293.19,305.6925,786.6,439,209.2,1.79179954442,3.76003824092,2.57317402292,61.1374904653,30.3661731207,-46.1245219885,14.151891258494606,17641.333333333332,2.2159845305137057e-05,37.666666666666664,0.4791666666666666,0.0037802063466250264,1.0112387375890812
32,8,46,7.98075509071,1.75829696655,0.501848936081,10.7051370144,0.764788150787,9.216,1.79866666667,295.512,306.526666667,786.6,439,209.2,1.79179954442,3.76003824092,2.56617151308,61.0314433427,30.1761579347,-46.523263225,14.151891258494606,17641.333333333332,2.2159845305137057e-05,37.666666666666664,0.4791666666666666,0.0037802063466250264,1.0112387375890812
32,8,58,8.08981490135,1.70898890495,0.502641916275,10.7746250629,0.725239992142,9.216,1.376,307.961,318.553,786.6,439,209.2,1.79179954442,3.76003824092,2.46929082445,59.5025425884,27.4366742597,-52.2719885277,14.151891258494606,17641.333333333332,2.2159845305137057e-05,37.666666666666664,0.4791666666666666,0.0037802063466250264,1.0112387375890812
32,8,70,7.90571403503,1.67479991913,0.458364963531,10.4891579151,0.749624967575,9.216,1.03183333333,308.55,318.797833333,786.6,439,209.2,1.79179954442,3.76003824092,2.46739443545,59.4714170692,27.3809035687,-52.3890216699,14.151891258494606,17641.333333333332,2.2159845305137057e-05,37.666666666666664,0.4791666666666666,0.0037802063466250264,1.0112387375890812
32,8,82,7.80836892128,1.40621209145,0.427875995636,10.1142308712,0.747367143631,9.216,0.472166666667,351.802,361.490166667,786.6,439,209.2,1.79179954442,3.76003824092,2.17599280017,54.0439655903,17.6559984814,-72.7964467814,14.151891258494606,17641.333333333332,2.2159845305137057e-05,37.666666666666664,0.4791666666666666,0.0037802063466250264,1.0112387375890812
32,8,94,7.88341403008,1.19910502434,0.402410984039,9.94770789146,0.765340089798,9.216,0.3965,352.758,362.3705,786.6,439,209.2,1.79179954442,3.76003824092,2.17070650067,53.9320493262,17.4554669704,-73.2172562141,14.151891258494606,17641.333333333332,2.2159845305137057e-05,37.666666666666664,0.4791666666666666,0.0037802063466250264,1.0112387375890812
32,12,10,8.6857509613,3.28214693069,2.64814782143,15.1553151608,0.791141986847,13.824,18.8396666667,373.462,406.125666667,786.6,439,209.2,1.79179954442,3.76003824092,1.93683892588,48.3694804644,7.48845861807,-94.1327278521,19.008999689450842,10746.444444444443,2.219590312674884e-05,32.333333333333336,0.48003472222222215,0.0037854338326140063,1.0091386711176644
32,12,22,9.94096207619,2.56939506531,1.00041413307,14.0983428955,0.95178604126,13.824,4.10383333333,361.46,379.387833333,786.6,439,209.2,1.79179954442,3.76003824092,2.07334007812,51.7686456479,13.5790812453,-81.351736775,19.008999689450842,10746.444444444443,2.219590312674884e-05,32.333333333333336,0.48003472222222215,0.0037854338326140063,1.0091386711176644
32,12,34,10.6737248898,2.56064295769,0.906018972397,14.7200360298,0.896966934204,13.824,3.2045,369.009,386.0375,786.6,439,209.2,1.79179954442,3.76003824092,2.03762587831,50.9232773964,12.0643507973,-84.5303537285,19.008999689450842,10746.444444444443,2.219590312674884e-05,32.333333333333336,0.48003472222222215,0.0037854338326140063,1.0091386711176644
32,12,46,10.1563100815,1.91739916801,0.71808218956,13.2970721722,0.785717010498,13.824,1.58416666667,387.314,402.722166667,786.6,439,209.2,1.79179954442,3.76003824092,1.95320760839,48.8021654377,8.26374335611,-92.5058158062,19.008999689450842,10746.444444444443,2.219590312674884e-05,32.333333333333336,0.48003472222222215,0.0037854338326140063,1.0091386711176644
32,12,58,8.69665002823,1.76129102707,0.677843093872,11.6136410236,0.78129696846,13.824,1.04633333333,422.136,437.006333333,786.6,439,209.2,1.79179954442,3.76003824092,1.79997391342,44.4436392915,0.454138192863,-108.89404079,19.008999689450842,10746.444444444443,2.219590312674884e-05,32.333333333333336,0.48003472222222215,0.0037854338326140063,1.0091386711176644
32,12,70,9.21034002304,1.63113808632,0.740630865097,12.0319459438,0.859354019165,13.824,1.00066666667,420.427,435.251666667,786.6,439,209.2,1.79179954442,3.76003824092,1.80723029971,44.6667090431,0.853834472285,-108.055289994,19.008999689450842,10746.444444444443,2.219590312674884e-05,32.333333333333336,0.48003472222222215,0.0037854338326140063,1.0091386711176644
