BlockSize,k,Alpha,ClusteringTime,MiningTime,EncodingTime,CompressionTime,DecompressionTime,ClusterTableSize,CodeTableSize,EncodedImageSize,CompressedSize,ActualSize,JPEG Size,GIF Size,JPEG Cr,GIF Cr,Our Cr,CRP Actual,CRP JPEG,CRP GIF
32,8,10,0.006526,36.470664,9.216235,45.867746,496.324216,9.216,34.6766666667,257.376,301.268666667,786.6,404,226,1.94702970297,3.48053097345,2.61095854641,61.6998898212,25.4285478548,-33.304719764
